Country Name,2018
Aruba,588.027777777778
Afghanistan,56.937760009803
Angola,24.713052057431604
Albania,104.61226277372299
Andorra,163.842553191489
Arab World,37.372365365403795
United Arab Emirates,135.609110109828
Argentina,16.2585100979651
Armenia,103.68022479803301
American Samoa,277.325
Antigua and Barbuda,218.83181818181802
Australia,3.24912948744283
Austria,107.20692666757799
Azerbaijan,120.265319946776
Burundi,435.17827102803705
Belgium,377.21492734478204
Benin,101.853919829727
Burkina Faso,72.1912828947368
Bangladesh,1239.5793116693599
Bulgaria,64.7035372144436
Bahrain,2017.27369979138
"Bahamas, The",38.5254745254745
Bosnia and Herzegovina,64.92048828125
Belarus,46.7287999040892
Belize,16.7939938623411
Bermuda,1184.59257167194
Bolivia,10.4801458506416
Brazil,25.061716243087602
Barbados,666.606976744186
Brunei Darussalam,81.39696394686909
Bhutan,19.7775277714448
Botswana,3.9774248760432704
Central African Republic,7.490412212270059
Canada,4.07530821431988
Central Europe and the Baltics,92.7664366303472
Switzerland,215.521378417094
Channel Islands,861.1060937864571
Chile,25.189446066651897
China,148.348833270666
Cote d'Ivoire,78.8340534591195
Cameroon,53.3439889149796
"Congo, Dem. Rep.",37.0825923557045
"Congo, Rep.",15.3568462664715
Colombia,44.7487021180712
Comoros,447.24447754022697
Cabo Verde,134.92977667493798
Costa Rica,97.91306306306309
Caribbean small states,18.1770161788317
Cuba,108.99959623149401
Curacao,
Cayman Islands,267.391666666667
Cyprus,128.708333333333
Czech Republic,137.602887852888
Germany,237.3709697733
Djibouti,41.368421052631604
Dominica,95.5
Denmark,138.067301738509
Dominican Republic,219.97857586421
Algeria,17.7300750711665
East Asia & Pacific (excluding high income),130.810431457567
Early-demographic dividend,98.13836364042
East Asia & Pacific,95.43160553419492
Europe & Central Asia (excluding high income),18.4773754089394
Europe & Central Asia,33.496885303403104
Ecuador,68.7886817522951
"Egypt, Arab Rep.",98.8734692852479
Euro area,127.582277673283
Eritrea,
Spain,93.5290582615872
Estonia,30.386105360018398
Ethiopia,109.22455900000001
European Union,121.078194096678
Fragile and conflict affected situations,39.86931253533729
Finland,18.1568556480537
Fiji,48.3570333880679
France,122.33839573919902
Faroe Islands,34.7399698278226
"Micronesia, Fed. Sts.",160.914285714286
Gabon,8.224764233321691
United Kingdom,274.82739222089003
Georgia,65.2752020714511
Ghana,130.821429199262
Gibraltar,3371.8
Guinea,50.5222122741332
"Gambia, The",225.30652173912998
Guinea-Bissau,66.6539473684211
Equatorial Guinea,46.6657397504456
Greece,83.22473235065941
Grenada,327.805882352941
Greenland,0.136496528200755
Guatemala,160.953779395297
Guam,306.977777777778
Guyana,3.9573482346964703
High income,34.4377658355898
"Hong Kong SAR, China",7096.19047619048
Honduras,85.6870319063366
Heavily indebted poor countries (HIPC),44.895781645412505
Croatia,73.0771979985704
Haiti,403.59854862118993
Hungary,107.906605545123
IBRD only,68.7859051970979
IDA & IBRD total,68.7084518843392
IDA total,68.4840897212872
IDA blend,93.32562182873221
Indonesia,147.75219008926
IDA only,60.2621873819374
Isle of Man,147.50350877193
India,454.93807257524696
Not classified,
Ireland,70.452983016403
"Iran, Islamic Rep.",50.222420123283996
Iraq,88.53057003546171
Iceland,3.52692269326683
Israel,410.526802218115
Italy,205.45074794315602
Jamaica,270.993074792244
Jordan,112.14249831043001
Japan,347.07345841562403
Kazakhstan,6.76982590658221
Kenya,90.29941666373828
Kyrgyz Republic,32.9290928050052
Cambodia,92.05641287106279
Kiribati,143.020987654321
St. Kitts and Nevis,201.69615384615398
"Korea, Rep.",529.652103632681
Kuwait,232.172222222222
Latin America & Caribbean (excluding high income),32.021461459714104
Lao PDR,30.5957842287695
Lebanon,669.4941348973609
Liberia,50.030907392026606
Libya,3.7956323811905404
St. Lucia,298.17868852459
Latin America & Caribbean,32.005733368083604
Least developed countries: UN classification,56.84132890190829
Low income,51.673738313444005
Liechtenstein,236.9375
Sri Lanka,345.558922022006
Lower middle income,150.08151817641502
Low & middle income,69.2415960633107
Lesotho,69.437812911726
Late-demographic dividend,51.408720555305
Lithuania,44.5313513780643
Luxembourg,250.09382716049402
Latvia,30.9833065294307
"Macao SAR, China",20777.5002607232
St. Martin (French part),
Morocco,80.72851893345279
Monaco,
Moldova,123.51980353223999
Madagascar,45.1398556204881
Maldives,1718.9866666666699
Middle East & North Africa,39.997702909805
Mexico,64.9146264050001
Marshall Islands,324.516666666667
Middle income,72.294869980189
North Macedonia,82.59151467089609
Mali,15.635015858186
Malta,1511.03125
Myanmar,82.23861548355491
Middle East & North Africa (excluding high income),44.3111694561864
Montenegro,46.271003717472105
Mongolia,2.0406086665465097
Northern Mariana Islands,123.65652173913
Mozambique,37.508535313716
Mauritania,4.27216357815077
Mauritius,623.30197044335
Malawi,192.440761561307
Malaysia,95.9628214883579
North America,19.9709762368072
Namibia,2.9737455817512704
New Caledonia,15.5393873085339
Niger,17.717650588142398
Nigeria,215.06498896538102
Nicaragua,53.7270483629716
Netherlands,511.45791035915704
Norway,14.554919537497499
Nepal,195.939107080572
Nauru,635.2
New Zealand,18.5541756864532
OECD members,37.8092345649061
Oman,15.6041453957997
Other small states,15.138616411664698
Pakistan,275.28931870070596
Panama,56.1860774818402
Peru,24.99160625
Philippines,357.688305329175
Palau,38.9282608695652
Papua New Guinea,19.004363379410897
Poland,124.035886214442
Pre-demographic dividend,51.687440021972506
Puerto Rico,360.220180383315
"Korea, Dem. People’s Rep.",212.19017523461497
Portugal,112.23945350806999
Paraguay,17.5083589227284
West Bank and Gaza,758.984551495017
Pacific island small states,38.2767445482866
Post-demographic dividend,35.2674889372306
French Polynesia,75.8685792349727
Qatar,239.59319552110298
Romania,84.6398470097357
Russian Federation,8.82207955488442
Rwanda,498.659870287799
South Asia,380.24713374608103
Saudi Arabia,15.6766543082956
Sudan,
Senegal,82.3474783150678
Singapore,7952.9984184018
Solomon Islands,23.324687388353
Sierra Leone,105.987170961485
El Salvador,309.88146718146703
San Marino,563.083333333333
Somalia,23.923476902477102
Serbia,79.8317402241024
Sub-Saharan Africa (excluding high income),50.7586283354254
South Sudan,
Sub-Saharan Africa,50.762084308655794
Small states,16.224462823325602
Sao Tome and Principe,219.820833333333
Suriname,3.69225
Slovak Republic,113.290578202995
Slovenia,102.639859503382
Sweden,25.001043431293102
Eswatini,66.05761627906979
Sint Maarten (Dutch part),
Seychelles,210.35217391304298
Syrian Arab Republic,92.0671077710614
Turks and Caicos Islands,39.647368421052605
Chad,12.2917336404066
East Asia & Pacific (IDA & IBRD countries),130.18545299129102
Europe & Central Asia (IDA & IBRD countries),20.0172566615243
Togo,145.04677330391598
Thailand,135.897206835131
Tajikistan,65.57271417249079
Turkmenistan,12.450594769433698
Latin America & the Caribbean (IDA & IBRD countries),31.4141444422749
Timor-Leste,85.270477471419
Middle East & North Africa (IDA & IBRD countries),43.8129297485221
Tonga,143.329166666667
South Asia (IDA & IBRD),380.24713374608103
Sub-Saharan Africa (IDA & IBRD countries),50.762084308655794
Trinidad and Tobago,270.927485380117
Tunisia,74.44132337796091
Turkey,106.960128893104
Tuvalu,383.6
Tanzania,63.579078798825904
Uganda,213.06173449032502
Ukraine,77.02966735141291
Upper middle income,45.4691766291018
Uruguay,19.7080276539824
United States,35.766088580168
Uzbekistan,77.46920545369059
St. Vincent and the Grenadines,282.589743589744
"Venezuela, RB",32.7307919052208
British Virgin Islands,198.68
Virgin Islands (U.S.),305.648571428571
Vietnam,308.12524591221296
Vanuatu,24.0098441345365
World,59.636236261178205
Samoa,69.3038869257951
Kosovo,
"Yemen, Rep.",53.9778529083092
South Africa,47.630119776768396
Zambia,23.341478900711603
Zimbabwe,37.3245909267158
